time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,4.0,3.0,4,3
2025-06-11 00:00:00+00:00,,,19,11
2025-06-12 00:00:00+00:00,105.0,26.0,129,5
2025-06-13 00:00:00+00:00,3.0,3.0,46,4
2025-06-14 00:00:00+00:00,1.0,1.0,5,3
2025-06-15 00:00:00+00:00,2.0,2.0,19,8
2025-06-16 00:00:00+00:00,2.0,2.0,60,5
2025-06-17 00:00:00+00:00,2.0,2.0,4,4
2025-06-18 00:00:00+00:00,,,22,5
2025-06-19 00:00:00+00:00,,,7,5
2025-06-20 00:00:00+00:00,1.0,1.0,7,7
2025-06-21 00:00:00+00:00,21.0,3.0,22,3
2025-06-22 00:00:00+00:00,,,1,1
2025-06-23 00:00:00+00:00,,,15,3
