time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,17,14,28,12
2026-05-09 00:00:00+00:00,46,17,27,7
2026-05-10 00:00:00+00:00,10,9,9,8
2026-05-11 00:00:00+00:00,36,13,29,12
2026-05-12 00:00:00+00:00,952,10,6,5
2026-05-13 00:00:00+00:00,1,1,4,4
2026-05-14 00:00:00+00:00,100,27,14,5
2026-05-15 00:00:00+00:00,48,19,41,10
2026-05-16 00:00:00+00:00,6,5,15,11
2026-05-17 00:00:00+00:00,5,4,8,6
2026-05-18 00:00:00+00:00,26,9,11,5
2026-05-19 00:00:00+00:00,3,2,5,5
2026-05-20 00:00:00+00:00,10,4,1,1
2026-05-21 00:00:00+00:00,3,3,8,3
