time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-30 00:00:00+00:00,,,20,7
2024-10-31 00:00:00+00:00,,,7,7
2024-11-01 00:00:00+00:00,1.0,1.0,5,4
2024-11-02 00:00:00+00:00,,,4,3
2024-11-03 00:00:00+00:00,,,19,8
2024-11-04 00:00:00+00:00,1.0,1.0,14,6
2024-11-05 00:00:00+00:00,,,1,1
2024-11-06 00:00:00+00:00,,,34,11
2024-11-07 00:00:00+00:00,,,24,9
2024-11-08 00:00:00+00:00,,,41,11
2024-11-09 00:00:00+00:00,,,13,9
2024-11-10 00:00:00+00:00,,,4,4
2024-11-11 00:00:00+00:00,1.0,1.0,24,10
2024-11-12 00:00:00+00:00,,,17,5
