time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-13 00:00:00+00:00,6.0,2.0,46,7
2025-10-14 00:00:00+00:00,7.0,2.0,10,8
2025-10-15 00:00:00+00:00,10.0,4.0,13,7
2025-10-16 00:00:00+00:00,,,5,5
2025-10-17 00:00:00+00:00,6.0,3.0,216,8
2025-10-18 00:00:00+00:00,,,17,7
2025-10-19 00:00:00+00:00,,,12,5
2025-10-20 00:00:00+00:00,4.0,1.0,14,8
2025-10-21 00:00:00+00:00,6.0,3.0,25,5
2025-10-22 00:00:00+00:00,1.0,1.0,13,7
2025-10-23 00:00:00+00:00,3.0,3.0,15,9
2025-10-24 00:00:00+00:00,3.0,2.0,58,3
2025-10-25 00:00:00+00:00,3.0,2.0,7,5
2025-10-26 00:00:00+00:00,1.0,1.0,4,3
