time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-06 00:00:00+00:00,,,34,11
2024-11-07 00:00:00+00:00,,,24,9
2024-11-08 00:00:00+00:00,,,41,11
2024-11-09 00:00:00+00:00,,,13,9
2024-11-10 00:00:00+00:00,,,4,4
2024-11-11 00:00:00+00:00,1.0,1.0,24,10
2024-11-12 00:00:00+00:00,,,17,5
2024-11-13 00:00:00+00:00,1.0,1.0,12,8
2024-11-14 00:00:00+00:00,,,9,7
2024-11-15 00:00:00+00:00,,,7,7
2024-11-16 00:00:00+00:00,,,16,7
2024-11-17 00:00:00+00:00,1.0,1.0,23,5
2024-11-18 00:00:00+00:00,2.0,1.0,46,5
2024-11-19 00:00:00+00:00,2.0,1.0,63,18
