time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-06 00:00:00+00:00,1,1,4,4
2026-08-07 00:00:00+00:00,5,4,43,8
2026-08-08 00:00:00+00:00,2,2,13,5
2026-08-09 00:00:00+00:00,2,1,44,7
2026-08-10 00:00:00+00:00,3,3,10,6
2026-08-11 00:00:00+00:00,8,8,13,10
2026-08-12 00:00:00+00:00,5,1,13,11
2026-08-13 00:00:00+00:00,23,4,11,8
2026-08-14 00:00:00+00:00,2,2,29,13
2026-08-15 00:00:00+00:00,2,2,9,6
2026-08-16 00:00:00+00:00,1,1,12,7
2026-08-17 00:00:00+00:00,16,4,8,5
2026-08-18 00:00:00+00:00,5,5,5,2
2026-08-19 00:00:00+00:00,4,4,11,7
