time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-23 00:00:00+00:00,4.0,4.0,49,3
2025-08-24 00:00:00+00:00,1.0,1.0,38,5
2025-08-25 00:00:00+00:00,3.0,3.0,20,7
2025-08-26 00:00:00+00:00,2.0,2.0,4,4
2025-08-27 00:00:00+00:00,5.0,2.0,5,4
2025-08-28 00:00:00+00:00,4.0,1.0,4,4
2025-08-29 00:00:00+00:00,,,12,4
2025-08-30 00:00:00+00:00,,,24,8
2025-08-31 00:00:00+00:00,1.0,1.0,84,9
2025-09-01 00:00:00+00:00,,,4,4
2025-09-02 00:00:00+00:00,3.0,2.0,36,9
2025-09-03 00:00:00+00:00,6.0,5.0,10,6
2025-09-04 00:00:00+00:00,1.0,1.0,9,6
2025-09-05 00:00:00+00:00,28.0,7.0,34,7
