time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,3,2,16,9
2026-04-18 00:00:00+00:00,2,2,8,8
2026-04-19 00:00:00+00:00,0,0,14,10
2026-04-20 00:00:00+00:00,86,15,21,7
2026-04-21 00:00:00+00:00,38,10,42,11
2026-04-22 00:00:00+00:00,36,14,8,7
2026-04-23 00:00:00+00:00,1,1,13,5
2026-04-24 00:00:00+00:00,80,18,34,4
2026-04-25 00:00:00+00:00,21,10,4,4
2026-04-26 00:00:00+00:00,2,2,2,1
2026-04-27 00:00:00+00:00,47,12,82,7
2026-04-28 00:00:00+00:00,216,65,32,6
2026-04-29 00:00:00+00:00,67,22,13,6
2026-04-30 00:00:00+00:00,84,23,62,12
