time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-14 00:00:00+00:00,3.0,3.0,8,7
2025-04-15 00:00:00+00:00,,,12,6
2025-04-16 00:00:00+00:00,,,4,3
2025-04-17 00:00:00+00:00,,,4,3
2025-04-18 00:00:00+00:00,2.0,2.0,26,9
2025-04-19 00:00:00+00:00,1.0,1.0,12,8
2025-04-20 00:00:00+00:00,2.0,2.0,12,5
2025-04-21 00:00:00+00:00,1.0,1.0,35,13
2025-04-22 00:00:00+00:00,,,8,6
2025-04-23 00:00:00+00:00,1.0,1.0,54,10
2025-04-24 00:00:00+00:00,,,22,5
2025-04-25 00:00:00+00:00,2.0,2.0,16,5
2025-04-26 00:00:00+00:00,,,11,8
2025-04-27 00:00:00+00:00,,,32,12
