time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-09 00:00:00+00:00,6,4,2,2
2026-04-10 00:00:00+00:00,5,4,4,4
2026-04-11 00:00:00+00:00,11,9,21,12
2026-04-12 00:00:00+00:00,3,3,10,8
2026-04-13 00:00:00+00:00,1,1,6,5
2026-04-14 00:00:00+00:00,4,3,1,1
2026-04-15 00:00:00+00:00,0,0,5,5
2026-04-16 00:00:00+00:00,0,0,8,6
2026-04-17 00:00:00+00:00,3,2,16,9
2026-04-18 00:00:00+00:00,2,2,8,8
2026-04-19 00:00:00+00:00,0,0,14,10
2026-04-20 00:00:00+00:00,86,15,21,7
2026-04-21 00:00:00+00:00,38,10,42,11
2026-04-22 00:00:00+00:00,36,14,8,7
