time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-01 00:00:00+00:00,3.0,3.0,52,8
2024-10-02 00:00:00+00:00,27.0,5.0,122,9
2024-10-03 00:00:00+00:00,23.0,5.0,82,9
2024-10-04 00:00:00+00:00,5.0,2.0,9,2
2024-10-05 00:00:00+00:00,,,2,2
2024-10-06 00:00:00+00:00,3.0,2.0,7,3
2024-10-07 00:00:00+00:00,6.0,3.0,25,9
2024-10-08 00:00:00+00:00,6.0,1.0,18,5
2024-10-09 00:00:00+00:00,,,30,3
2024-10-10 00:00:00+00:00,,,16,10
2024-10-11 00:00:00+00:00,,,39,8
2024-10-12 00:00:00+00:00,1.0,1.0,2,2
2024-10-13 00:00:00+00:00,,,3,3
2024-10-14 00:00:00+00:00,,,14,7
