time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-22 00:00:00+00:00,,,24,4
2025-03-23 00:00:00+00:00,,,24,8
2025-03-24 00:00:00+00:00,1.0,1.0,28,5
2025-03-25 00:00:00+00:00,,,62,13
2025-03-26 00:00:00+00:00,1.0,1.0,17,10
2025-03-27 00:00:00+00:00,1.0,1.0,14,5
2025-03-28 00:00:00+00:00,3.0,3.0,33,8
2025-03-29 00:00:00+00:00,14.0,13.0,11,8
2025-03-30 00:00:00+00:00,,,11,5
2025-03-31 00:00:00+00:00,,,12,6
2025-04-01 00:00:00+00:00,,,7,7
2025-04-02 00:00:00+00:00,,,12,5
2025-04-03 00:00:00+00:00,,,5,5
2025-04-04 00:00:00+00:00,1.0,1.0,14,7
