time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-18 00:00:00+00:00,2.0,2.0,132,5
2024-06-19 00:00:00+00:00,,,5,3
2024-06-20 00:00:00+00:00,,,18,4
2024-06-21 00:00:00+00:00,1.0,1.0,26,7
2024-06-22 00:00:00+00:00,,,8,7
2024-06-23 00:00:00+00:00,2.0,2.0,67,7
2024-06-24 00:00:00+00:00,,,4,3
2024-06-25 00:00:00+00:00,,,10,7
2024-06-26 00:00:00+00:00,2.0,2.0,9,3
2024-06-27 00:00:00+00:00,1.0,1.0,46,7
2024-06-28 00:00:00+00:00,2.0,2.0,44,15
2024-06-29 00:00:00+00:00,,,10,8
2024-06-30 00:00:00+00:00,,,9,6
2024-07-01 00:00:00+00:00,2.0,1.0,25,9
