time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-02 00:00:00+00:00,4,3,2,1
2026-06-03 00:00:00+00:00,6,6,5,4
2026-06-04 00:00:00+00:00,8,8,7,7
2026-06-05 00:00:00+00:00,2,2,20,9
2026-06-06 00:00:00+00:00,1,1,26,14
2026-06-07 00:00:00+00:00,8,6,14,6
2026-06-08 00:00:00+00:00,2,2,21,11
2026-06-09 00:00:00+00:00,1,1,10,10
2026-06-10 00:00:00+00:00,12,2,11,11
2026-06-11 00:00:00+00:00,4,3,7,7
2026-06-12 00:00:00+00:00,0,0,13,10
2026-06-13 00:00:00+00:00,15,5,17,13
2026-06-14 00:00:00+00:00,4,3,50,6
2026-06-15 00:00:00+00:00,3,3,6,4
