time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-01 00:00:00+00:00,2,2,1,1
2026-07-02 00:00:00+00:00,4,3,6,5
2026-07-03 00:00:00+00:00,0,0,7,7
2026-07-04 00:00:00+00:00,3,3,10,5
2026-07-05 00:00:00+00:00,6,5,4,3
2026-07-06 00:00:00+00:00,80,16,76,6
2026-07-07 00:00:00+00:00,16,7,17,7
2026-07-08 00:00:00+00:00,49,15,22,5
2026-07-09 00:00:00+00:00,35,18,74,6
2026-07-10 00:00:00+00:00,38,18,19,11
2026-07-11 00:00:00+00:00,10,5,14,13
2026-07-12 00:00:00+00:00,8,5,28,19
2026-07-13 00:00:00+00:00,2,2,32,14
2026-07-14 00:00:00+00:00,12,9,16,4
