time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-02 00:00:00+00:00,1.0,1.0,16,5
2024-09-03 00:00:00+00:00,,,14,6
2024-09-04 00:00:00+00:00,,,159,8
2024-09-05 00:00:00+00:00,,,65,6
2024-09-06 00:00:00+00:00,,,23,9
2024-09-07 00:00:00+00:00,,,12,4
2024-09-08 00:00:00+00:00,1.0,1.0,57,5
2024-09-09 00:00:00+00:00,3.0,3.0,44,6
2024-09-10 00:00:00+00:00,,,8,5
2024-09-11 00:00:00+00:00,2.0,2.0,26,5
2024-09-12 00:00:00+00:00,1.0,1.0,5,3
2024-09-13 00:00:00+00:00,,,257,8
2024-09-14 00:00:00+00:00,3.0,3.0,15,4
2024-09-15 00:00:00+00:00,2.0,2.0,5,4
