time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-20 00:00:00+00:00,4,4,20,7
2026-02-21 00:00:00+00:00,4,4,57,6
2026-02-22 00:00:00+00:00,4,4,8,3
2026-02-23 00:00:00+00:00,4,4,14,5
2026-02-24 00:00:00+00:00,4,3,17,7
2026-02-25 00:00:00+00:00,4,4,24,9
2026-02-26 00:00:00+00:00,54,15,89,11
2026-02-27 00:00:00+00:00,25,9,11,3
2026-02-28 00:00:00+00:00,1,1,180,20
2026-03-01 00:00:00+00:00,4,4,195,11
2026-03-02 00:00:00+00:00,3,3,309,15
2026-03-03 00:00:00+00:00,0,0,18,8
2026-03-04 00:00:00+00:00,8,7,26,9
2026-03-05 00:00:00+00:00,22,10,25,8
