time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-25 00:00:00+00:00,17,6,17,4
2026-06-26 00:00:00+00:00,1,1,45,3
2026-06-27 00:00:00+00:00,3,3,3,3
2026-06-28 00:00:00+00:00,1,1,5,3
2026-06-29 00:00:00+00:00,2,2,3,3
2026-06-30 00:00:00+00:00,0,0,2,2
2026-07-01 00:00:00+00:00,2,2,1,1
2026-07-02 00:00:00+00:00,4,3,6,5
2026-07-03 00:00:00+00:00,0,0,7,7
2026-07-04 00:00:00+00:00,3,3,10,5
2026-07-05 00:00:00+00:00,6,5,4,3
2026-07-06 00:00:00+00:00,80,16,76,6
2026-07-07 00:00:00+00:00,16,7,17,7
2026-07-08 00:00:00+00:00,49,15,22,5
