time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,1.0,1.0,91,56
2024-06-10 00:00:00+00:00,,,86,32
2024-06-11 00:00:00+00:00,3.0,3.0,29,12
2024-06-12 00:00:00+00:00,,,29,16
2024-06-13 00:00:00+00:00,2.0,2.0,290,13
2024-06-14 00:00:00+00:00,2.0,2.0,130,14
2024-06-15 00:00:00+00:00,,,39,19
2024-06-16 00:00:00+00:00,1.0,1.0,26,9
2024-06-17 00:00:00+00:00,,,26,12
2024-06-18 00:00:00+00:00,2.0,2.0,132,5
2024-06-19 00:00:00+00:00,,,5,3
2024-06-20 00:00:00+00:00,,,18,4
2024-06-21 00:00:00+00:00,1.0,1.0,26,7
2024-06-22 00:00:00+00:00,,,8,7
