time_iso8601,stars_cumulative
2024-02-25 00:00:00+00:00,1171
2024-02-27 00:00:00+00:00,1172
2024-02-28 00:00:00+00:00,1174
2024-02-29 00:00:00+00:00,1175
2024-03-01 00:00:00+00:00,1177
2024-03-02 00:00:00+00:00,1178
2024-03-03 00:00:00+00:00,1179
2024-03-04 00:00:00+00:00,1181
2024-03-05 00:00:00+00:00,1184
2024-03-06 00:00:00+00:00,1185
2024-03-07 00:00:00+00:00,1186
2024-03-08 00:00:00+00:00,1188
2024-03-09 00:00:00+00:00,1192
2024-03-10 00:00:00+00:00,1193
2024-03-11 00:00:00+00:00,1194
2024-03-13 00:00:00+00:00,1196
2024-03-14 00:00:00+00:00,1197
2024-03-15 00:00:00+00:00,1200
2024-03-16 00:00:00+00:00,1202
2024-03-17 00:00:00+00:00,1204
2024-03-18 00:00:00+00:00,1209
2024-03-19 00:00:00+00:00,1211
2024-03-20 00:00:00+00:00,1213
2024-03-21 00:00:00+00:00,1215
2024-03-23 00:00:00+00:00,1219
2024-03-25 00:00:00+00:00,1223
2024-03-27 00:00:00+00:00,1224
2024-03-28 00:00:00+00:00,1227
2024-03-29 00:00:00+00:00,1229
2024-03-30 00:00:00+00:00,1232
2024-04-02 00:00:00+00:00,1236
2024-04-03 00:00:00+00:00,1238
2024-04-04 00:00:00+00:00,1240
2024-04-05 00:00:00+00:00,1242
2024-04-06 00:00:00+00:00,1243
2024-04-07 00:00:00+00:00,1244
2024-04-08 00:00:00+00:00,1248
2024-04-10 00:00:00+00:00,1251
2024-04-11 00:00:00+00:00,1253
2024-04-12 00:00:00+00:00,1254
2024-04-13 00:00:00+00:00,1256
2024-04-14 00:00:00+00:00,1257
2024-04-15 00:00:00+00:00,1258
2024-04-17 00:00:00+00:00,1259
2024-04-19 00:00:00+00:00,1262
2024-04-21 00:00:00+00:00,1263
2024-04-22 00:00:00+00:00,1268
2024-04-23 00:00:00+00:00,1269
2024-04-24 00:00:00+00:00,1270
2024-04-25 00:00:00+00:00,1273
2024-04-26 00:00:00+00:00,1276
2024-04-27 00:00:00+00:00,1278
