time_iso8601,stars_cumulative
2021-12-03 00:00:00+00:00,1
2022-03-26 00:00:00+00:00,2
2023-02-14 00:00:00+00:00,3
2023-02-26 00:00:00+00:00,4
2023-03-31 00:00:00+00:00,5
2023-05-02 00:00:00+00:00,6
2023-05-03 00:00:00+00:00,7
2023-10-15 00:00:00+00:00,9
2024-01-10 00:00:00+00:00,10
2024-04-26 00:00:00+00:00,11
2024-05-31 00:00:00+00:00,12
2024-08-07 00:00:00+00:00,13
2024-09-20 00:00:00+00:00,14
2024-11-16 00:00:00+00:00,15
2025-06-03 00:00:00+00:00,16
2025-08-26 00:00:00+00:00,17
